1000;AS 896;Kuala Lumpur ;Kerteh ;Sat Jan 20 16:57:05 MYT 2024;null;02:00;
1262;AS 716;Kuala Lumpur ;Penang ;Wed Jan 24 00:39:46 MYT 2024;null;09:15;
1263;AS 724;Kuala Lumpur ;Penang ;Wed Jan 24 00:39:46 MYT 2024;null;17:00;
1264;AS 211;Kuala Lumpur ;Penang ;Wed Jan 24 00:39:46 MYT 2024;null;12:05;
1265;AS 148;Kuala Lumpur ;Penang ;Wed Jan 24 00:39:46 MYT 2024;null;14:45;
1266;AS 701;Alor Setar ;Kuala Lumpur ;Wed Jan 24 00:41:45 MYT 2024;null;09:15;
1267;AS 947;Alor Setar ;Kuala Lumpur ;Wed Jan 24 00:41:45 MYT 2024;null;17:00;
1268;AS 406;Alor Setar ;Kuala Lumpur ;Wed Jan 24 00:41:45 MYT 2024;null;14:45;
1269;AS 704;Alor Setar ;Kuala Lumpur ;Wed Jan 24 00:41:45 MYT 2024;null;04:55;
1270;AS 158;Alor Setar ;Kuala Lumpur ;Wed Jan 24 00:41:45 MYT 2024;null;19:55;
1271;AS 657;Sibu ;Johor Bahru ;Thu Jan 25 01:24:41 MYT 2024;null;21:15;
1272;AS 928;Penang ;Kuala Lumpur ;Fri Jan 26 02:46:09 MYT 2024;null;12:05;
1273;AS 843;Kerteh ;Kuala Lumpur ;Wed Jan 24 07:51:58 MYT 2024;null;04:55;
1274;AS 390;Kerteh ;Kuala Lumpur ;Wed Jan 24 07:51:58 MYT 2024;null;17:00;
1275;AS 253;Kerteh ;Kuala Lumpur ;Wed Jan 24 07:51:58 MYT 2024;null;12:05;
1276;AS 355;Kerteh ;Kuala Lumpur ;Wed Jan 24 07:51:58 MYT 2024;null;23:00;
1277;AS 137;Kerteh ;Kuala Lumpur ;Wed Jan 24 07:51:58 MYT 2024;null;19:55;
1278;AS 637;Kerteh ;Kuala Lumpur ;Wed Jan 24 07:51:58 MYT 2024;null;02:00;
1279;AS 203;Kerteh ;Kuala Lumpur ;Wed Jan 24 07:51:58 MYT 2024;null;07:05;
1280;AS 556;Kerteh ;Kuala Lumpur ;Wed Jan 24 07:51:58 MYT 2024;null;14:45;
1281;AS 263;Kerteh ;Kuala Lumpur ;Wed Jan 24 07:51:58 MYT 2024;null;21:15;
1282;AS 398;Kuala Lumpur ;Labuan ;Wed Jan 24 07:54:36 MYT 2024;null;21:15;
1283;AS 192;Kuala Lumpur ;Labuan ;Wed Jan 24 07:54:36 MYT 2024;null;14:45;
1284;AS 496;Kuala Lumpur ;Labuan ;Wed Jan 24 07:54:36 MYT 2024;null;04:55;
1285;AS 321;Kuala Lumpur ;Labuan ;Wed Jan 24 07:54:36 MYT 2024;null;07:05;
1286;AS 152;Kuala Lumpur ;Labuan ;Wed Jan 24 07:54:36 MYT 2024;null;12:05;
1287;AS 814;Kuala Lumpur ;Labuan ;Wed Jan 24 07:54:36 MYT 2024;null;17:00;
1288;AS 151;Kuala Lumpur ;Kerteh ;Fri Jan 26 08:05:40 MYT 2024;null;23:00;
1289;AS 489;Kerteh ;Kuala Lumpur ;Fri Jan 26 08:07:34 MYT 2024;null;09:15;
1290;AS 363;Kerteh ;Kuala Lumpur ;Fri Jan 26 08:07:34 MYT 2024;null;02:00;
1291;AS 464;Kerteh ;Kuala Lumpur ;Fri Jan 26 08:07:34 MYT 2024;null;23:00;
1292;AS 585;Kuala Lumpur ;Alor Setar ;Wed Jan 24 08:18:18 MYT 2024;null;12:05;
1293;AS 597;Kuala Lumpur ;Alor Setar ;Wed Jan 24 08:18:18 MYT 2024;null;07:05;
1294;AS 241;Kuala Lumpur ;Alor Setar ;Wed Jan 24 08:18:18 MYT 2024;null;23:00;
1295;AS 298;Kuala Lumpur ;Alor Setar ;Wed Jan 24 08:18:18 MYT 2024;null;21:15;
1296;AS 185;Kuala Lumpur ;Alor Setar ;Wed Jan 24 08:18:18 MYT 2024;null;19:55;
1297;AS 599;Johor Bahru ;Kuala Lumpur ;Wed Jan 24 08:20:46 MYT 2024;null;14:45;
1298;AS 786;Johor Bahru ;Kuala Lumpur ;Wed Jan 24 08:20:46 MYT 2024;null;02:00;
1299;AS 905;Johor Bahru ;Kuala Lumpur ;Wed Jan 24 08:20:46 MYT 2024;null;19:55;
1300;AS 727;Kuala Lumpur ;Johor Bahru ;Thu Jan 25 08:24:51 MYT 2024;null;14:45;
1301;AS 521;Kuala Lumpur ;Johor Bahru ;Thu Jan 25 08:24:51 MYT 2024;null;23:00;
1302;AS 475;Kuala Lumpur ;Johor Bahru ;Thu Jan 25 08:24:51 MYT 2024;null;09:15;
1303;AS 860;Kuala Lumpur ;Johor Bahru ;Thu Jan 25 08:24:51 MYT 2024;null;07:05;
1304;AS 540;Kuala Lumpur ;Johor Bahru ;Thu Jan 25 08:24:51 MYT 2024;null;04:55;
1305;AS 214;Kuala Lumpur ;Johor Bahru ;Thu Jan 25 08:24:51 MYT 2024;null;12:05;
1306;AS 130;Kuala Lumpur ;Johor Bahru ;Thu Jan 25 08:24:51 MYT 2024;null;17:00;
1307;AS 536;Kuala Lumpur ;Johor Bahru ;Thu Jan 25 08:24:51 MYT 2024;null;02:00;
1308;AS 618;Kuala Lumpur ;Johor Bahru ;Wed Jan 24 08:33:48 MYT 2024;null;12:05;
1309;AS 963;Long Seridan ;Penang ;Thu Jan 25 08:39:58 MYT 2024;null;04:55;
1310;AS 345;Long Seridan ;Penang ;Thu Jan 25 08:39:58 MYT 2024;null;14:45;
1311;AS 311;Sandakan ;Long Banga ;Wed Jan 24 08:44:58 MYT 2024;null;14:45;
1312;AS 137;Sandakan ;Long Banga ;Wed Jan 24 08:44:58 MYT 2024;null;12:05;
1313;AS 637;Sandakan ;Kuala Lumpur ;Wed Jan 24 08:46:42 MYT 2024;null;02:00;
1314;AS 445;Sandakan ;Kuala Lumpur ;Wed Jan 24 08:46:42 MYT 2024;null;12:05;
1315;AS 706;Sandakan ;Kuala Lumpur ;Wed Jan 24 08:46:42 MYT 2024;null;14:45;
1316;AS 947;Sandakan ;Kuala Lumpur ;Wed Jan 24 08:46:42 MYT 2024;null;17:00;
1317;AS 415;Sandakan ;Kuala Lumpur ;Wed Jan 24 08:46:42 MYT 2024;null;09:15;
1318;AS 950;Alor Setar ;Johor Bahru ;Wed Jan 24 09:22:32 MYT 2024;null;21:15;
1319;AS 498;Alor Setar ;Johor Bahru ;Wed Jan 24 09:22:32 MYT 2024;null;14:45;
1320;AS 318;Alor Setar ;Johor Bahru ;Wed Jan 24 09:22:32 MYT 2024;null;04:55;
1321;AS 886;Alor Setar ;Johor Bahru ;Wed Jan 24 09:22:32 MYT 2024;null;19:55;
1322;AS 496;Alor Setar ;Johor Bahru ;Wed Jan 24 09:22:32 MYT 2024;null;17:00;
1323;AS 463;Alor Setar ;Johor Bahru ;Wed Jan 24 09:22:32 MYT 2024;null;23:00;
1324;AS 755;Labuan ;Bintulu ;Thu Jan 25 09:24:25 MYT 2024;null;07:05;
1325;AS 925;Labuan ;Bintulu ;Thu Jan 25 09:24:25 MYT 2024;null;09:15;
1326;AS 936;Labuan ;Bintulu ;Thu Jan 25 09:24:25 MYT 2024;null;12:05;
1327;AS 107;Labuan ;Bintulu ;Thu Jan 25 09:24:25 MYT 2024;null;02:00;
1328;AS 249;Labuan ;Bintulu ;Thu Jan 25 09:24:25 MYT 2024;null;19:55;
1329;AS 215;Alor Setar ;Labuan ;Wed Jan 24 00:00:00 MYT 2024;null;17:00;
1330;AS 769;Alor Setar ;Labuan ;Wed Jan 24 00:00:00 MYT 2024;null;07:05;
1331;AS 391;Alor Setar ;Labuan ;Wed Jan 24 00:00:00 MYT 2024;null;02:00;
1332;AS 147;Alor Setar ;Labuan ;Wed Jan 24 00:00:00 MYT 2024;null;21:15;
1333;AS 466;Alor Setar ;Labuan ;Wed Jan 24 00:00:00 MYT 2024;null;23:00;
1334;AS 236;Sibu ;Penang ;Fri Jan 26 00:00:00 MYT 2024;null;07:05;
1335;AS 212;Sibu ;Penang ;Fri Jan 26 00:00:00 MYT 2024;null;04:55;
1336;AS 111;Sibu ;Penang ;Fri Jan 26 00:00:00 MYT 2024;null;17:00;
1337;AS 648;Sibu ;Penang ;Fri Jan 26 00:00:00 MYT 2024;null;19:55;
1338;AS 881;Alor Setar ;Labuan ;Fri Jan 26 09:34:33 MYT 2024;null;04:55;
1339;AS 370;Alor Setar ;Labuan ;Fri Jan 26 09:34:33 MYT 2024;null;09:15;
1340;AS 168;Alor Setar ;Labuan ;Fri Jan 26 09:34:33 MYT 2024;null;21:15;
1341;AS 358;Sibu ;Penang ;Thu Jan 25 09:35:05 MYT 2024;null;02:00;
1342;AS 256;Sibu ;Penang ;Thu Jan 25 09:35:05 MYT 2024;null;19:55;
1343;AS 107;Labuan ;Kerteh ;Wed Jan 24 09:40:14 MYT 2024;null;09:15;
1344;AS 277;Labuan ;Kerteh ;Wed Jan 24 09:40:14 MYT 2024;null;14:45;
1345;AS 685;Lawa ;Labuan ;Thu Jan 25 09:42:41 MYT 2024;null;19:55;
1346;AS 837;Tawau ;Bakalalan ;Fri Jan 26 09:46:21 MYT 2024;null;02:00;
1347;AS 202;Tawau ;Bakalalan ;Fri Jan 26 09:46:21 MYT 2024;null;19:55;
1348;AS 992;Tawau ;Bakalalan ;Fri Jan 26 09:46:21 MYT 2024;null;14:45;
1349;AS 894;Tawau ;Bakalalan ;Fri Jan 26 09:46:21 MYT 2024;null;04:55;
1350;AS 270;Tawau ;Bakalalan ;Fri Jan 26 09:46:21 MYT 2024;null;09:15;
1351;AS 413;Tawau ;Bakalalan ;Fri Jan 26 09:46:21 MYT 2024;null;23:00;
1352;AS 670;Tawau ;Bakalalan ;Fri Jan 26 09:46:21 MYT 2024;null;12:05;
1353;AS 608;Bintulu ;Johor Bahru ;Thu Jan 25 09:52:54 MYT 2024;null;14:45;
1354;AS 727;Bintulu ;Johor Bahru ;Thu Jan 25 09:52:54 MYT 2024;null;19:55;
1355;AS 841;Bintulu ;Johor Bahru ;Thu Jan 25 09:52:54 MYT 2024;null;04:55;
1356;AS 260;Bintulu ;Johor Bahru ;Thu Jan 25 09:52:54 MYT 2024;null;09:15;
1357;AS 733;Bintulu ;Johor Bahru ;Thu Jan 25 09:52:54 MYT 2024;null;21:15;
1358;AS 607;Bintulu ;Johor Bahru ;Thu Jan 25 09:52:54 MYT 2024;null;12:05;
1359;AS 601;Bintulu ;Johor Bahru ;Thu Jan 25 09:52:54 MYT 2024;null;07:05;
1360;AS 467;Bintulu ;Johor Bahru ;Thu Jan 25 09:52:54 MYT 2024;null;02:00;
1361;AS 991;Bintulu ;Johor Bahru ;Thu Jan 25 09:52:54 MYT 2024;null;17:00;
1362;AS 795;Long Seridan ;Kerteh ;Wed Jan 24 09:53:13 MYT 2024;null;12:05;
1363;AS 299;Long Seridan ;Kerteh ;Wed Jan 24 09:53:13 MYT 2024;null;23:00;
1364;AS 569;Long Seridan ;Kerteh ;Wed Jan 24 09:53:13 MYT 2024;null;02:00;
1365;AS 265;Long Seridan ;Kerteh ;Wed Jan 24 09:53:13 MYT 2024;null;19:55;
1366;AS 516;Long Seridan ;Kerteh ;Wed Jan 24 09:53:13 MYT 2024;null;17:00;
1367;AS 771;Long Seridan ;Kerteh ;Wed Jan 24 09:53:13 MYT 2024;null;09:15;
1368;AS 636;Long Seridan ;Kerteh ;Wed Jan 24 09:53:13 MYT 2024;null;07:05;
1369;AS 678;Kerteh ;Alor Setar ;Tue Jan 23 10:10:49 MYT 2024;null;04:55;
1370;AS 721;Kerteh ;Alor Setar ;Tue Jan 23 10:10:49 MYT 2024;null;09:15;
1371;AS 445;Kerteh ;Alor Setar ;Tue Jan 23 10:10:49 MYT 2024;null;02:00;
1372;AS 440;Kerteh ;Alor Setar ;Tue Jan 23 10:10:49 MYT 2024;null;23:00;
1373;AS 576;Kerteh ;Alor Setar ;Tue Jan 23 10:10:49 MYT 2024;null;12:05;
1374;AS 980;Kerteh ;Alor Setar ;Tue Jan 23 10:10:49 MYT 2024;null;21:15;
1375;AS 771;Kerteh ;Alor Setar ;Tue Jan 23 10:10:49 MYT 2024;null;14:45;
1376;AS 697;Kerteh ;Johor Bahru ;Tue Jan 23 10:14:42 MYT 2024;null;14:45;
1377;AS 721;Kerteh ;Johor Bahru ;Tue Jan 23 10:14:42 MYT 2024;null;23:00;
1378;AS 141;Kerteh ;Johor Bahru ;Tue Jan 23 10:14:42 MYT 2024;null;02:00;
1379;AS 266;Johor Bahru ;Penang ;Tue Jan 23 10:21:57 MYT 2024;null;04:55;
1380;AS 624;Kerteh ;Marudi ;Wed Jan 24 10:28:12 MYT 2024;null;09:15;
1381;AS 163;Kerteh ;Tanjung Manis ;Thu Jan 25 10:41:26 MYT 2024;null;12:05;
1382;AS 595;Kerteh ;Tanjung Manis ;Thu Jan 25 10:41:26 MYT 2024;null;09:15;
1383;AS 899;Kerteh ;Tanjung Manis ;Thu Jan 25 10:41:26 MYT 2024;null;02:00;
1384;AS 375;Kerteh ;Tanjung Manis ;Thu Jan 25 10:41:26 MYT 2024;null;07:05;
1385;AS 772;Kerteh ;Kota Kinabalu ;Wed Jan 24 10:45:05 MYT 2024;null;02:00;
1386;AS 470;Kerteh ;Kota Kinabalu ;Wed Jan 24 10:45:05 MYT 2024;null;23:00;
1387;AS 690;Kerteh ;Kota Kinabalu ;Wed Jan 24 10:45:05 MYT 2024;null;21:15;
1388;AS 115;Kerteh ;Kota Kinabalu ;Wed Jan 24 10:45:05 MYT 2024;null;07:05;
1389;AS 256;Kerteh ;Kota Kinabalu ;Wed Jan 24 10:45:05 MYT 2024;null;14:45;
1390;AS 471;Kerteh ;Kota Kinabalu ;Wed Jan 24 10:45:05 MYT 2024;null;17:00;
1391;AS 728;Kerteh ;Kota Kinabalu ;Wed Jan 24 10:45:05 MYT 2024;null;04:55;
1392;AS 164;Penang ;Kuching ;Wed Jan 24 10:47:13 MYT 2024;null;04:55;
1393;AS 408;Penang ;Kuching ;Wed Jan 24 10:47:13 MYT 2024;null;02:00;
1394;AS 239;Penang ;Kuching ;Wed Jan 24 10:47:13 MYT 2024;null;14:45;
1395;AS 202;Penang ;Kuching ;Wed Jan 24 10:47:13 MYT 2024;null;12:05;
1396;AS 715;Penang ;Kuching ;Wed Jan 24 10:47:13 MYT 2024;null;09:15;
1397;AS 291;Penang ;Kuching ;Wed Jan 24 10:47:13 MYT 2024;null;07:05;
1398;AS 202;Kuching ;Johor Bahru ;Wed Jan 24 10:48:13 MYT 2024;null;17:00;
1399;AS 289;Kuching ;Johor Bahru ;Wed Jan 24 10:48:13 MYT 2024;null;04:55;
1400;AS 150;Kuching ;Johor Bahru ;Wed Jan 24 10:48:13 MYT 2024;null;02:00;
1401;AS 750;Kuching ;Johor Bahru ;Wed Jan 24 10:48:13 MYT 2024;null;23:00;
1402;AS 910;Kuching ;Johor Bahru ;Wed Jan 24 10:48:13 MYT 2024;null;14:45;
1403;AS 761;Alor Setar ;Kudat ;Tue Jan 23 10:49:27 MYT 2024;null;14:45;
1404;AS 443;Alor Setar ;Kudat ;Tue Jan 23 10:49:27 MYT 2024;null;04:55;
1405;AS 699;Alor Setar ;Kudat ;Tue Jan 23 10:49:27 MYT 2024;null;07:05;
1406;AS 918;Alor Setar ;Kudat ;Tue Jan 23 10:49:27 MYT 2024;null;02:00;
1407;AS 970;Alor Setar ;Kudat ;Tue Jan 23 10:49:27 MYT 2024;null;19:55;
1408;AS 605;Alor Setar ;Kudat ;Tue Jan 23 10:49:27 MYT 2024;null;17:00;
1409;AS 118;Alor Setar ;Kudat ;Tue Jan 23 10:49:27 MYT 2024;null;23:00;
1410;AS 661;Alor Setar ;Kudat ;Tue Jan 23 10:49:27 MYT 2024;null;12:05;
1411;AS 191;Alor Setar ;Kuala Lumpur ;Sat Jan 27 10:51:43 MYT 2024;null;19:55;
1412;AS 937;Alor Setar ;Kuala Lumpur ;Sat Jan 27 10:51:43 MYT 2024;null;04:55;
1413;AS 374;Alor Setar ;Kuala Lumpur ;Sat Jan 27 10:51:43 MYT 2024;null;17:00;
1414;AS 789;Alor Setar ;Kuala Lumpur ;Sat Jan 27 10:51:43 MYT 2024;null;02:00;
1415;AS 548;Alor Setar ;Kuala Lumpur ;Sat Jan 27 10:51:43 MYT 2024;null;09:15;
1416;AS 619;Sibu ;Kuala Lumpur ;Fri Jan 26 10:56:50 MYT 2024;null;09:15;
1417;AS 823;Sibu ;Kuala Lumpur ;Fri Jan 26 10:56:50 MYT 2024;null;07:05;
1418;AS 327;Sibu ;Kuala Lumpur ;Fri Jan 26 10:56:50 MYT 2024;null;12:05;
1419;AS 666;Sibu ;Alor Setar ;Wed Jan 24 11:07:18 MYT 2024;null;02:00;
1420;AS 893;Sibu ;Alor Setar ;Wed Jan 24 11:07:18 MYT 2024;null;09:15;
1421;AS 173;Sibu ;Alor Setar ;Wed Jan 24 11:07:18 MYT 2024;null;19:55;
1422;AS 700;Mulu ;Kerteh ;Thu Jan 25 11:11:00 MYT 2024;null;07:05;
1423;AS 100;Mulu ;Kerteh ;Thu Jan 25 11:11:00 MYT 2024;null;19:55;
1424;AS 572;Mulu ;Kerteh ;Thu Jan 25 11:11:00 MYT 2024;null;12:05;
1425;AS 495;Mulu ;Kerteh ;Thu Jan 25 11:11:00 MYT 2024;null;14:45;
1426;AS 350;Mulu ;Kerteh ;Thu Jan 25 11:11:00 MYT 2024;null;04:55;
1427;AS 412;Mulu ;Kerteh ;Thu Jan 25 11:11:00 MYT 2024;null;21:15;
1428;AS 711;Mulu ;Kerteh ;Thu Jan 25 11:11:00 MYT 2024;null;17:00;
1429;AS 246;Mulu ;Kerteh ;Thu Jan 25 11:11:00 MYT 2024;null;02:00;
1430;AS 599;Mulu ;Kerteh ;Thu Jan 25 11:11:00 MYT 2024;null;09:15;
1431;AS 380;Kuala Lumpur ;Mukah ;Wed Jan 24 11:12:30 MYT 2024;null;17:00;
1432;AS 781;Kuala Lumpur ;Mukah ;Wed Jan 24 11:12:30 MYT 2024;null;23:00;
1433;AS 129;Penang ;Kuala Lumpur ;Thu Jan 25 11:19:10 MYT 2024;null;19:55;
1434;AS 299;Penang ;Kuala Lumpur ;Thu Jan 25 11:19:10 MYT 2024;null;12:05;
1435;AS 258;Penang ;Kuala Lumpur ;Thu Jan 25 11:19:10 MYT 2024;null;23:00;
1436;AS 369;Penang ;Kuala Lumpur ;Thu Jan 25 11:19:10 MYT 2024;null;02:00;
1437;AS 398;Penang ;Kuala Lumpur ;Thu Jan 25 11:19:10 MYT 2024;null;07:05;
1438;AS 630;Langkawi ;Kerteh ;Thu Jan 25 11:28:40 MYT 2024;null;07:05;
1439;AS 719;Langkawi ;Kerteh ;Thu Jan 25 11:28:40 MYT 2024;null;23:00;
1440;AS 567;Langkawi ;Kerteh ;Thu Jan 25 11:28:40 MYT 2024;null;12:05;
1441;AS 203;Langkawi ;Kerteh ;Thu Jan 25 11:28:40 MYT 2024;null;19:55;
1442;AS 540;Penang ;Kuantan ;Thu Jan 25 11:33:36 MYT 2024;null;02:00;
1443;AS 947;Penang ;Kuantan ;Thu Jan 25 11:33:36 MYT 2024;null;23:00;
1444;AS 556;Penang ;Kuantan ;Thu Jan 25 11:33:36 MYT 2024;null;14:45;
1445;AS 826;Penang ;Kuantan ;Thu Jan 25 11:33:36 MYT 2024;null;17:00;
1446;AS 780;Penang ;Kuantan ;Thu Jan 25 11:33:36 MYT 2024;null;09:15;
1447;AS 595;Penang ;Kuantan ;Thu Jan 25 11:33:36 MYT 2024;null;21:15;
1448;AS 997;Johor Bahru ;Kuala Lumpur ;Fri Jan 26 11:37:52 MYT 2024;null;12:05;
1449;AS 855;Johor Bahru ;Kuala Lumpur ;Fri Jan 26 11:37:52 MYT 2024;null;09:15;
1450;AS 511;Johor Bahru ;Kuala Lumpur ;Fri Jan 26 11:37:52 MYT 2024;null;04:55;
1451;AS 286;Johor Bahru ;Kuala Lumpur ;Fri Jan 26 11:37:52 MYT 2024;null;17:00;
1452;AS 341;Johor Bahru ;Kuala Lumpur ;Fri Jan 26 11:37:52 MYT 2024;null;02:00;
1453;AS 425;Kerteh ;Kuala Lumpur ;Wed Jan 24 11:47:58 MYT 2024;null;12:05;
1454;AS 693;Kerteh ;Kuala Lumpur ;Wed Jan 24 11:47:58 MYT 2024;null;17:00;
1455;AS 482;Kerteh ;Kuala Lumpur ;Wed Jan 24 11:47:58 MYT 2024;null;19:55;
1456;AS 604;Kerteh ;Kuala Lumpur ;Wed Jan 24 11:47:58 MYT 2024;null;02:00;
1457;AS 581;Kerteh ;Kuala Lumpur ;Wed Jan 24 11:47:58 MYT 2024;null;21:15;
1458;AS 396;Alor Setar ;Kuala Lumpur ;Mon Jan 22 11:53:13 MYT 2024;null;02:00;
1459;AS 425;Alor Setar ;Kuala Lumpur ;Mon Jan 22 11:53:13 MYT 2024;null;04:55;
1460;AS 425;Alor Setar ;Kuala Lumpur ;Mon Jan 22 11:53:13 MYT 2024;null;17:00;
1461;AS 747;Alor Setar ;Kuala Lumpur ;Mon Jan 22 11:53:13 MYT 2024;null;12:05;
1462;AS 915;Alor Setar ;Kuala Lumpur ;Mon Jan 22 11:53:13 MYT 2024;null;14:45;
1463;AS 641;Kuala Terengganu ;Kuala Lumpur ;Wed Jan 24 11:55:09 MYT 2024;null;17:00;
1464;AS 369;Kuala Lumpur ;Johor Bahru ;Thu Jan 25 12:00:02 MYT 2024;null;17:00;
1465;AS 721;Kuala Lumpur ;Johor Bahru ;Thu Jan 25 12:00:02 MYT 2024;null;12:05;
1466;AS 459;Kuala Lumpur ;Kuala Terengganu ;Tue Jan 23 00:00:00 MYT 2024;null;12:05;
1467;AS 812;Kuala Lumpur ;Kuala Terengganu ;Tue Jan 23 00:00:00 MYT 2024;null;09:15;
1468;AS 697;Kuala Lumpur ;Kuala Terengganu ;Tue Jan 23 00:00:00 MYT 2024;null;19:55;
1469;AS 785;Kuala Lumpur ;Kuantan ;Wed Jan 24 14:53:28 MYT 2024;null;07:05;
1470;AS 516;Kuala Lumpur ;Kuantan ;Wed Jan 24 14:53:28 MYT 2024;null;17:00;
1471;AS 633;Kuala Lumpur ;Kuantan ;Wed Jan 24 14:53:28 MYT 2024;null;02:00;
1472;AS 738;Kuala Lumpur ;Kuantan ;Wed Jan 24 14:53:28 MYT 2024;null;14:45;
1473;AS 233;Kuala Lumpur ;Kuantan ;Wed Jan 24 14:53:28 MYT 2024;null;04:55;
1474;AS 782;Kuala Lumpur ;Kuantan ;Wed Jan 24 14:53:28 MYT 2024;null;12:05;
1475;AS 449;Kuala Lumpur ;Kuantan ;Wed Jan 24 14:53:28 MYT 2024;null;21:15;
1476;AS 762;Kuala Lumpur ;Kuantan ;Wed Jan 24 14:53:28 MYT 2024;null;07:05;
1477;AS 660;Kuala Lumpur ;Kuantan ;Wed Jan 24 14:53:28 MYT 2024;null;23:00;
1478;AS 843;Kuala Lumpur ;Kuantan ;Wed Jan 24 14:53:28 MYT 2024;null;14:45;
1479;AS 718;Penang ;Kuala Lumpur ;Wed Jan 24 18:52:53 MYT 2024;null;21:15;
1480;AS 876;Penang ;Kuala Lumpur ;Wed Jan 24 18:52:53 MYT 2024;null;12:05;
1481;AS 790;Penang ;Kuala Lumpur ;Wed Jan 24 18:52:53 MYT 2024;null;17:00;
1482;AS 582;Penang ;Kuala Lumpur ;Wed Jan 24 18:52:53 MYT 2024;null;09:15;
1483;AS 390;Penang ;Kuala Lumpur ;Wed Jan 24 18:52:53 MYT 2024;null;07:05;
1484;AS 779;Penang ;Kuala Lumpur ;Wed Jan 24 18:52:53 MYT 2024;null;23:00;
1485;AS 932;Penang ;Kuala Lumpur ;Wed Jan 24 18:52:53 MYT 2024;null;14:45;
1486;AS 425;Penang ;Kuala Lumpur ;Wed Jan 24 18:52:53 MYT 2024;null;04:55;
1487;AS 698;Kuala Lumpur ;Kerteh ;Tue Jan 23 18:53:19 MYT 2024;null;21:15;
1488;AS 940;Kuala Lumpur ;Kerteh ;Tue Jan 23 18:53:19 MYT 2024;null;17:00;
1489;AS 733;Kuala Lumpur ;Kerteh ;Tue Jan 23 18:53:19 MYT 2024;null;19:55;
1490;AS 217;Kuala Lumpur ;Kerteh ;Tue Jan 23 18:53:19 MYT 2024;null;12:05;
1491;AS 955;Kuala Lumpur ;Kerteh ;Tue Jan 23 18:53:19 MYT 2024;null;02:00;
1492;AS 101;Mulu ;Johor Bahru ;Wed Jan 24 19:19:11 MYT 2024;null;14:45;
1493;AS 857;Mulu ;Johor Bahru ;Wed Jan 24 19:19:11 MYT 2024;null;04:55;
1494;AS 908;Mulu ;Johor Bahru ;Wed Jan 24 19:19:11 MYT 2024;null;09:15;
1495;AS 498;Mulu ;Johor Bahru ;Wed Jan 24 19:19:11 MYT 2024;null;02:00;
1496;AS 873;Mulu ;Johor Bahru ;Wed Jan 24 19:19:11 MYT 2024;null;12:05;
1497;AS 810;Tawau ;Johor Bahru ;Tue Jan 23 19:28:45 MYT 2024;null;17:00;
1498;AS 791;Tawau ;Johor Bahru ;Tue Jan 23 19:28:45 MYT 2024;null;14:45;
1499;AS 747;Tawau ;Johor Bahru ;Tue Jan 23 19:28:45 MYT 2024;null;04:55;
1500;AS 859;Tawau ;Johor Bahru ;Tue Jan 23 19:28:45 MYT 2024;null;09:15;
1501;AS 881;Kuala Lumpur ;Alor Setar ;Thu Jan 25 19:42:25 MYT 2024;null;19:55;
1502;AS 638;Kuala Lumpur ;Alor Setar ;Thu Jan 25 19:42:25 MYT 2024;null;21:15;
1503;AS 457;Johor Bahru ;Penang ;Wed Jan 24 19:48:15 MYT 2024;null;02:00;
1504;AS 546;Johor Bahru ;Penang ;Wed Jan 24 19:48:15 MYT 2024;null;04:55;
1505;AS 666;Kuala Lumpur ;Kerteh ;Thu Jan 25 19:50:05 MYT 2024;null;21:15;
1506;AS 235;Kuala Lumpur ;Kerteh ;Thu Jan 25 19:50:05 MYT 2024;null;07:05;
1507;AS 918;Kuala Lumpur ;Kerteh ;Thu Jan 25 19:50:05 MYT 2024;null;17:00;
1508;AS 940;Kuala Lumpur ;Kerteh ;Thu Jan 25 19:50:05 MYT 2024;null;14:45;
1509;AS 342;Kuala Lumpur ;Kerteh ;Thu Jan 25 19:50:05 MYT 2024;null;09:15;
1510;AS 100;Sibu ;Kuala Lumpur ;Wed Jan 24 19:53:42 MYT 2024;null;04:55;
1511;AS 162;Sibu ;Kuala Lumpur ;Wed Jan 24 19:53:42 MYT 2024;null;09:15;
1512;AS 568;Sibu ;Kuala Lumpur ;Wed Jan 24 19:53:42 MYT 2024;null;17:00;
1513;AS 356;Sibu ;Kuala Lumpur ;Wed Jan 24 19:53:42 MYT 2024;null;19:55;
1514;AS 296;Sibu ;Kuala Lumpur ;Wed Jan 24 19:53:42 MYT 2024;null;12:05;
1515;AS 916;Sibu ;Kuala Lumpur ;Wed Jan 24 19:53:42 MYT 2024;null;21:15;
1516;AS 309;Sibu ;Kuala Lumpur ;Wed Jan 24 19:53:42 MYT 2024;null;23:00;
1517;AS 292;Sibu ;Kuala Lumpur ;Wed Jan 24 19:53:42 MYT 2024;null;02:00;
1518;AS 187;Sibu ;Kuala Lumpur ;Wed Jan 24 19:53:42 MYT 2024;null;07:05;
1519;AS 935;Kuala Lumpur ;Alor Setar ;Fri Jan 26 19:56:37 MYT 2024;null;21:15;
1520;AS 997;Kuala Lumpur ;Alor Setar ;Fri Jan 26 19:56:37 MYT 2024;null;02:00;
1521;AS 514;Kuala Lumpur ;Alor Setar ;Fri Jan 26 19:56:37 MYT 2024;null;23:00;
1522;AS 121;Kuala Lumpur ;Alor Setar ;Fri Jan 26 19:56:37 MYT 2024;null;12:05;
